station,distance_km,sample,ratio
CI.DAW,55.7677,17.5328,0.0675937
CI.DAW,55.7677,17.5828,0.0677498
CI.DAW,55.7677,17.6328,0.0679328
CI.DAW,55.7677,17.6828,0.0680873
CI.DAW,55.7677,17.7328,0.0682621
CI.DAW,55.7677,17.7828,0.068393
CI.DAW,55.7677,17.8328,0.0685576
CI.DAW,55.7677,17.8828,0.0689554
CI.DAW,55.7677,17.9328,0.0691208
CI.DAW,55.7677,17.9828,0.0695254
CI.DAW,55.7677,18.0328,0.0699775
CI.DAW,55.7677,18.0828,0.0713344
CI.DAW,55.7677,18.1328,0.073794
CI.DAW,55.7677,18.1828,0.0764375
CI.DAW,55.7677,18.2328,0.0792443
CI.DAW,55.7677,18.2828,0.0823587
CI.DAW,55.7677,18.3328,0.0856675
CI.DAW,55.7677,18.3828,0.0892753
CI.DAW,55.7677,18.4328,0.0930553
CI.DAW,55.7677,18.4828,0.0972505
CI.DAW,55.7677,18.5328,0.102265
CI.DAW,55.7677,18.5828,0.102062
CI.DAW,55.7677,18.6328,0.101741
CI.DAW,55.7677,18.6828,0.101471
CI.DAW,55.7677,18.7328,0.101242
CI.DAW,55.7677,18.7828,0.100702
CI.DAW,55.7677,18.8328,0.0998808
CI.DAW,55.7677,18.8828,0.10807
CI.DAW,55.7677,18.9328,0.118114
CI.DAW,55.7677,18.9828,0.13075
CI.DAW,55.7677,19.0328,0.138529
CI.DAW,55.7677,19.0828,0.140047
CI.DAW,55.7677,19.1328,0.141549
CI.DAW,55.7677,19.1828,0.143024
CI.DAW,55.7677,19.2328,0.144712
CI.DAW,55.7677,19.2828,0.146656
CI.DAW,55.7677,19.3328,0.149567
CI.DAW,55.7677,19.3828,0.152648
CI.DAW,55.7677,19.4328,0.155585
CI.DAW,55.7677,19.4828,0.158777
CI.DAW,55.7677,19.5328,0.161775
CI.DAW,55.7677,19.5828,0.165443
CI.DAW,55.7677,19.6328,0.168753
CI.DAW,55.7677,19.6828,0.171859
CI.DAW,55.7677,19.7328,0.175816
CI.DAW,55.7677,19.7828,0.179793
CI.DAW,55.7677,19.8328,0.183683
CI.DAW,55.7677,19.8828,0.188002
CI.DAW,55.7677,19.9328,0.193198
CI.JRC2,30.2652,18.981,0
CI.JRC2,30.2652,19.031,0
CI.JRC2,30.2652,19.081,0
CI.JRC2,30.2652,19.131,0
CI.JRC2,30.2652,19.181,0
CI.JRC2,30.2652,19.231,0
CI.JRC2,30.2652,19.281,0
CI.JRC2,30.2652,19.331,0
CI.JRC2,30.2652,19.381,0
CI.JRC2,30.2652,19.431,0
CI.JRC2,30.2652,19.481,0
CI.JRC2,30.2652,19.531,0
CI.JRC2,30.2652,19.581,0
CI.JRC2,30.2652,19.631,0
CI.JRC2,30.2652,19.681,0
CI.JRC2,30.2652,19.731,0
CI.JRC2,30.2652,19.781,0
CI.JRC2,30.2652,19.831,0
CI.JRC2,30.2652,19.881,0
CI.JRC2,30.2652,19.931,0
CI.LRL,33.1639,19.1055,0
CI.LRL,33.1639,19.1555,0
CI.LRL,33.1639,19.2055,0
CI.LRL,33.1639,19.2555,0
